Date,ETF_Ticker,Stock_Ticker,Company_Name,Action,Shares_Change,Weight_Change
2026-08-17,AVUV,WMK,WEIS MARKETS INC COMMON STOCK,Buy,494.0,0.0
2026-08-17,AVUV,TNK,TEEKAY TANKERS LTD CLASS A COMMON STOCK USD.01,Buy,481.0,0.01
2026-08-17,AVUV,BHRB,BURKE + HERBERT FINANCIAL SE COMMON STOCK,Buy,468.0,0.0
2026-08-17,AVUV,GCBC,GREENE COUNTY BANCORP INC COMMON STOCK USD.1,Buy,468.0,0.0
2026-08-17,AVUV,GTE,GRAN TIERRA ENERGY INC COMMON STOCK USD.001,Buy,468.0,0.0
2026-08-17,AVUV,SHBI,SHORE BANCSHARES INC COMMON STOCK USD.01,Buy,468.0,0.0
2026-08-17,AVUV,CTRN,CITI TRENDS INC COMMON STOCK USD.01,Buy,455.0,0.0
2026-08-17,AVUV,RUSHB,RUSH ENTERPRISES INC   CL B COMMON STOCK USD.01,Buy,455.0,0.0
2026-08-17,AVUV,UVSP,UNIVEST FINANCIAL CORP COMMON STOCK USD5.0,Buy,455.0,0.0
2026-08-17,AVUV,BWB,BRIDGEWATER BANCSHARES INC COMMON STOCK USD.001,Buy,442.0,0.0
2026-08-17,AVUV,CAL,CALERES INC COMMON STOCK USD.01,Buy,442.0,0.0
2026-08-17,AVUV,ORRF,ORRSTOWN FINL SERVICES INC COMMON STOCK,Buy,442.0,0.0
2026-08-17,AVUV,AROW,ARROW FINANCIAL CORP COMMON STOCK USD1.0,Buy,429.0,0.0
2026-08-17,AVUV,CMCL,CALEDONIA MINING CORP PLC COMMON STOCK,Buy,429.0,0.0
2026-08-17,AVUV,EFSC,ENTERPRISE FINANCIAL SERVICE COMMON STOCK USD.01,Buy,429.0,0.0
2026-08-17,AVUV,NUTX,NUTEX HEALTH INC COMMON STOCK,Buy,429.0,0.01
2026-08-17,AVUV,OXM,OXFORD INDUSTRIES INC COMMON STOCK USD1.0,Buy,429.0,0.0
2026-08-17,AVUV,WTBA,WEST BANCORPORATION COMMON STOCK,Buy,429.0,0.0
2026-08-17,AVUV,ACU,ACME UNITED CORP COMMON STOCK USD2.5,Buy,416.0,0.0
2026-08-17,AVUV,BFST,BUSINESS FIRST BANCSHARES COMMON STOCK USD1.0,Buy,416.0,0.0
2026-08-17,AVUV,CENT,CENTRAL GARDEN + PET CO COMMON STOCK USD.01,Buy,416.0,0.0
2026-08-17,AVUV,ETD,ETHAN ALLEN INTERIORS INC COMMON STOCK USD.01,Buy,416.0,0.0
2026-08-17,AVUV,PPC,PILGRIM S PRIDE CORP COMMON STOCK USD.01,Buy,416.0,0.0
2026-08-17,AVUV,FMBH,FIRST MID BANCSHARES INC COMMON STOCK USD4.0,Buy,403.0,0.0
2026-08-17,AVUV,HRTG,HERITAGE INSURANCE HOLDINGS COMMON STOCK USD.0001,Buy,403.0,0.0
2026-08-17,AVUV,MBUU,MALIBU BOATS INC   A COMMON STOCK USD.01,Buy,403.0,0.0
2026-08-17,AVUV,TTGT,TECHTARGET INC COMMON STOCK USD.001,Buy,403.0,0.0
2026-08-17,AVUV,ASC,ARDMORE SHIPPING CORP COMMON STOCK USD.01,Buy,390.0,0.0
2026-08-17,AVUV,BY,BYLINE BANCORP INC COMMON STOCK USD.01,Buy,390.0,0.0
2026-08-17,AVUV,MGPI,MGP INGREDIENTS INC COMMON STOCK,Buy,390.0,0.0
2026-08-17,AVUV,NBR,NABORS INDUSTRIES LTD COMMON STOCK USD.001,Buy,390.0,0.01
2026-08-17,AVUV,VLGEA,VILLAGE SUPER MARKET CLASS A COMMON STOCK,Buy,390.0,0.0
2026-08-17,AVUV,EQPT,EQUIPMENTSHARE.COM INC A COMMON STOCK USD.0000013,Buy,377.0,0.0
2026-08-17,AVUV,HVT,HAVERTY FURNITURE COMMON STOCK USD1.0,Buy,377.0,0.0
2026-08-17,AVUV,NGS,NATURAL GAS SERVICES GROUP COMMON STOCK USD.01,Buy,377.0,0.0
2026-08-17,AVUV,HAFC,HANMI FINANCIAL CORPORATION COMMON STOCK USD.001,Buy,364.0,0.0
2026-08-17,AVUV,MPAA,MOTORCAR PARTS OF AMERICA IN COMMON STOCK USD.01,Buy,364.0,0.0
2026-08-17,AVUV,SAM,BOSTON BEER COMPANY INC A COMMON STOCK USD.01,Buy,364.0,-0.01
2026-08-17,AVUV,SHOE,SHOE STATION GROUP INC COMMON STOCK,Buy,364.0,0.0
2026-08-17,AVUV,WSBF,WATERSTONE FINANCIAL INC COMMON STOCK USD.01,Buy,364.0,0.0
2026-08-17,AVUV,CBNK,CAPITAL BANCORP INC/MD COMMON STOCK USD.01,Buy,351.0,0.0
2026-08-17,AVUV,DGICA,DONEGAL GROUP INC CL A COMMON STOCK USD.01,Buy,351.0,0.0
2026-08-17,AVUV,JILL,J. JILL INC COMMON STOCK USD.01,Buy,351.0,0.0
2026-08-17,AVUV,PXED,PHOENIX EDUCATION PARTNERS I COMMON STOCK USD.01,Buy,351.0,0.0
2026-08-17,AVUV,SFST,SOUTHERN FIRST BANCSHARES COMMON STOCK USD.01,Buy,351.0,0.0
2026-08-17,AVUV,TMP,TOMPKINS FINANCIAL CORP COMMON STOCK USD.1,Buy,351.0,0.0
2026-08-17,AVUV,ATLO,AMES NATIONAL CORP COMMON STOCK USD2.0,Buy,338.0,0.0
2026-08-17,AVUV,BOBS,BOB S DISCOUNT FURNITURE COMMON STOCK,Buy,338.0,0.0
2026-08-17,AVUV,FSBW,FS BANCORP INC COMMON STOCK USD.01,Buy,338.0,0.0
2026-08-17,AVUV,FXNC,FIRST NATIONAL CORP/VA COMMON STOCK USD1.25,Buy,338.0,0.0
2026-08-17,AVUV,GPOR,GULFPORT ENERGY CORP COMMON STOCK USD.0001,Buy,338.0,0.0
2026-08-17,AVUV,HY,HYSTER YALE INC COMMON STOCK USD.01,Buy,338.0,0.0
2026-08-17,AVUV,LE,LANDS  END INC COMMON STOCK USD.01,Buy,338.0,0.0
2026-08-17,AVUV,LNN,LINDSAY CORP COMMON STOCK USD1.0,Buy,338.0,0.0
2026-08-17,AVUV,OFG,OFG BANCORP COMMON STOCK USD1.0,Buy,338.0,0.0
2026-08-17,AVUV,JCAP,JEFFERSON CAPITAL INC COMMON STOCK USD.0001,Buy,325.0,0.0
2026-08-17,AVUV,ATNI,ATN INTERNATIONAL INC COMMON STOCK USD.01,Buy,312.0,0.0
2026-08-17,AVUV,KINS,KINGSTONE COS INC COMMON STOCK USD.01,Buy,312.0,0.0
2026-08-17,AVUV,PFIS,PEOPLES FINANCIAL SERVICES COMMON STOCK USD2.0,Buy,312.0,0.0
2026-08-17,AVUV,PKBK,PARKE BANCORP INC COMMON STOCK USD.1,Buy,312.0,0.0
2026-08-17,AVUV,SENEA,SENECA FOODS CORP   CL A COMMON STOCK USD.25,Buy,312.0,0.0
2026-08-17,AVUV,CBK,COMMERCIAL BANCGROUP INC COMMON STOCK USD.01,Buy,299.0,0.0
2026-08-17,AVUV,CMTV,COMMUNITY BANCORP INC/VT COMMON STOCK USD2.5,Buy,299.0,0.0
2026-08-17,AVUV,OVLY,OAK VALLEY BANCORP COMMON STOCK,Buy,299.0,0.0
2026-08-17,AVUV,SPFI,SOUTH PLAINS FINANCIAL INC COMMON STOCK USD1.0,Buy,299.0,0.0
2026-08-17,AVUV,SRCE,1ST SOURCE CORP COMMON STOCK,Buy,299.0,-0.01
2026-08-17,AVUV,VEL,VELOCITY FINANCIAL INC COMMON STOCK,Buy,299.0,0.0
2026-08-17,AVUV,BSVN,BANK7 CORP COMMON STOCK USD.01,Buy,286.0,0.0
2026-08-17,AVUV,CHMG,CHEMUNG FINANCIAL CORP COMMON STOCK USD.01,Buy,286.0,0.0
2026-08-17,AVUV,IBCP,INDEPENDENT BANK CORP   MICH COMMON STOCK USD1.0,Buy,286.0,0.0
2026-08-17,AVUV,NRIM,NORTHRIM BANCORP INC COMMON STOCK USD1.0,Buy,286.0,-0.01
2026-08-17,AVUV,SMBK,SMARTFINANCIAL INC COMMON STOCK USD1.0,Buy,286.0,0.0
2026-08-17,AVUV,ACNB,ACNB CORP COMMON STOCK USD2.5,Buy,273.0,0.0
2026-08-17,AVUV,EFSI,EAGLE FINANCIAL SERVICES INC COMMON STOCK USD2.5,Buy,273.0,0.0
2026-08-17,AVUV,PLBC,PLUMAS BANCORP COMMON STOCK,Buy,273.0,0.0
2026-08-17,AVUV,TBBK,BANCORP INC/THE COMMON STOCK USD1.0,Buy,273.0,0.0
2026-08-17,AVUV,TSBK,TIMBERLAND BANCORP INC COMMON STOCK USD.01,Buy,273.0,0.0
2026-08-17,AVUV,CPF,CENTRAL PACIFIC FINANCIAL CO COMMON STOCK,Buy,260.0,0.0
2026-08-17,AVUV,OBT,ORANGE COUNTY BANCORP INC COMMON STOCK USD.25,Buy,260.0,0.0
2026-08-17,AVUV,ZUMZ,ZUMIEZ INC COMMON STOCK,Buy,260.0,-0.01
2026-08-17,AVUV,EBMT,EAGLE BANCORP MONTANA INC COMMON STOCK USD.01,Buy,247.0,0.0
2026-08-17,AVUV,FUNC,FIRST UNITED CORP COMMON STOCK USD.01,Buy,247.0,0.0
2026-08-17,AVUV,MCRI,MONARCH CASINO + RESORT INC COMMON STOCK USD.01,Buy,247.0,0.0
2026-08-17,AVUV,MRBK,MERIDIAN CORP COMMON STOCK,Buy,247.0,0.0
2026-08-17,AVUV,WGO,WINNEBAGO INDUSTRIES COMMON STOCK USD.5,Buy,247.0,0.0
2026-08-17,AVUV,CVEO,CIVEO CORP COMMON STOCK USD.01,Buy,234.0,0.0
2026-08-17,AVUV,FCAP,FIRST CAPITAL INC COMMON STOCK USD.01,Buy,234.0,0.0
2026-08-17,AVUV,HOV,HOVNANIAN ENTERPRISES A COMMON STOCK USD.01,Buy,234.0,0.0
2026-08-17,AVUV,RBB,RBB BANCORP COMMON STOCK,Buy,234.0,0.0
2026-08-17,AVUV,BOOM,DMC GLOBAL INC COMMON STOCK,Buy,221.0,0.0
2026-08-17,AVUV,BSRR,SIERRA BANCORP COMMON STOCK,Buy,221.0,0.0
2026-08-17,AVUV,CZFS,CITIZENS FINANCIAL SERVICES COMMON STOCK USD1.0,Buy,221.0,0.0
2026-08-17,AVUV,MNSB,MAINSTREET BANCSHARES INC COMMON STOCK USD4.0,Buy,221.0,0.0
2026-08-17,AVUV,TCBX,THIRD COAST BANCSHARES INC COMMON STOCK USD1.0,Buy,221.0,0.0
2026-08-17,AVUV,ATLC,ATLANTICUS HOLDINGS CORP COMMON STOCK,Buy,208.0,0.0
2026-08-17,AVUV,CBNA,CHAIN BRIDGE BANCORP INC A COMMON STOCK USD.01,Buy,208.0,0.0
2026-08-17,AVUV,HCI,HCI GROUP INC COMMON STOCK,Buy,208.0,0.0
2026-08-17,AVUV,MBWM,MERCANTILE BANK CORP COMMON STOCK,Buy,208.0,0.0
2026-08-17,AVUV,BBW,BUILD A BEAR WORKSHOP INC COMMON STOCK USD.01,Buy,195.0,0.0
2026-08-17,AVUV,CCBG,CAPITAL CITY BANK GROUP INC COMMON STOCK USD.01,Buy,195.0,0.0
2026-08-17,AVUV,COOK,TRAEGER INC COMMON STOCK,Buy,195.0,0.0
2026-08-17,AVUV,BWFG,BANKWELL FINANCIAL GROUP INC COMMON STOCK,Buy,182.0,0.0
2026-08-17,AVUV,CTBI,COMMUNITY TRUST BANCORP INC COMMON STOCK USD5.0,Buy,182.0,0.0
2026-08-17,AVUV,MBIN,MERCHANTS BANCORP/IN COMMON STOCK,Buy,182.0,0.0
2026-08-17,AVUV,NTB,BANK OF N.T. BUTTERFIELD+SON COMMON STOCK BMD1.0,Buy,182.0,0.0
2026-08-17,AVUV,PEBK,PEOPLES BANCORP OF NC COMMON STOCK,Buy,182.0,0.0
2026-08-17,AVUV,CFBK,CF BANKSHARES INC COMMON STOCK USD.01,Buy,169.0,0.0
2026-08-17,AVUV,FRAF,FRANKLIN FINANCIAL SERVICES COMMON STOCK USD1.0,Buy,156.0,0.0
2026-08-17,AVUV,GLIBA,LIBERTY CAPITAL CORP COMMON STOCK,Buy,156.0,0.0
2026-08-17,AVUV,PFBC,PREFERRED BANK/LOS ANGELES COMMON STOCK,Buy,156.0,0.0
2026-08-17,AVUV,RICK,RCI HOSPITALITY HOLDINGS INC COMMON STOCK USD.01,Buy,156.0,0.01
2026-08-17,AVUV,ACT,ENACT HOLDINGS INC COMMON STOCK USD.01,Buy,143.0,0.0
2026-08-17,AVUV,HTB,HOMETRUST BANCSHARES INC COMMON STOCK,Buy,143.0,0.0
2026-08-17,AVUV,RRBI,RED RIVER BANCSHARES INC COMMON STOCK,Buy,143.0,0.0
2026-08-17,AVUV,FET,FORUM ENERGY TECHNOLOGIES IN COMMON STOCK USD.01,Buy,130.0,0.01
2026-08-17,AVUV,THFF,FIRST FINANCIAL CORP COMMON STOCK,Buy,130.0,0.0
2026-08-17,AVUV,TRST,TRUSTCO BANK CORP NY COMMON STOCK USD1.0,Buy,130.0,0.0
2026-08-17,AVUV,FBIZ,FIRST BUSINESS FINANCIAL SER COMMON STOCK USD.01,Buy,117.0,0.0
2026-08-17,AVUV,RM,REGIONAL MANAGEMENT CORP COMMON STOCK USD.1,Buy,117.0,0.0
2026-08-17,AVUV,STRT,STRATTEC SECURITY CORP COMMON STOCK USD.01,Buy,117.0,0.0
2026-08-17,AVUV,UNTY,UNITY BANCORP INC COMMON STOCK,Buy,117.0,0.0
2026-08-17,AVUV,HBCP,HOME BANCORP INC COMMON STOCK USD.01,Buy,104.0,0.0
2026-08-17,AVUV,WTM,WHITE MOUNTAINS INSURANCE GP COMMON STOCK USD1.0,Buy,104.0,0.0
2026-08-17,AVUV,AMAL,AMALGAMATED FINANCIAL CORP COMMON STOCK USD.01,Buy,91.0,0.0
2026-08-17,AVUV,SMBC,SOUTHERN MISSOURI BANCORP COMMON STOCK USD.01,Buy,91.0,0.0
2026-08-17,AVUV,AGM,FEDERAL AGRIC MTG CORP CL C COMMON STOCK USD1.0,Buy,78.0,0.0
2026-08-17,AVUV,GSBC,GREAT SOUTHERN BANCORP INC COMMON STOCK USD.01,Buy,78.0,-0.01
2026-08-17,AVUV,NBN,NORTHEAST BANK COMMON STOCK USD1.0,Buy,78.0,0.0
2026-08-17,AVUV,WABC,WESTAMERICA BANCORPORATION COMMON STOCK,Buy,78.0,0.0
2026-08-17,AVUV,ITIC,INVESTORS TITLE CO COMMON STOCK,Buy,52.0,0.0
2026-08-17,AVUV,HIFS,HINGHAM INSTITUTION FOR SVGS COMMON STOCK USD1.0,Buy,39.0,0.0
2026-08-17,AVUV,PNRG,PRIMEENERGY RESOURCES CORP COMMON STOCK USD.1,Buy,13.0,0.0
2026-08-17,AVUV,SHOO,STEVEN MADDEN LTD COMMON STOCK USD.0001,New Position,32233.0,0.0
2026-08-17,AVUV,SON,SONOCO PRODUCTS CO COMMON STOCK,New Position,26395.0,0.0
2026-08-17,AVUV,COUR,COURSERA INC COMMON STOCK USD.00001,New Position,25519.0,0.0
2026-08-17,AVUV,MYGN,MYRIAD GENETICS INC COMMON STOCK USD.01,New Position,17810.0,0.0
2026-08-17,AVUV,UAA,UNDER ARMOUR INC CLASS A COMMON STOCK USD.000333,New Position,16861.0,0.0
2026-08-17,AVUV,EBC,EASTERN BANKSHARES INC COMMON STOCK USD.01,New Position,16380.0,0.0
2026-08-17,AVUV,UA,UNDER ARMOUR INC CLASS C COMMON STOCK USD.000333,New Position,10231.0,0.0
2026-08-17,AVUV,OPFI,OPPFI INC COMMON STOCK,New Position,3081.0,0.0
2026-08-17,AVUV,LGIH,LGI HOMES INC COMMON STOCK USD.01,New Position,1703.0,0.0
2026-08-17,AVUV,ALIT,ALIGHT INC   CLASS A COMMON STOCK USD.0001,New Position,1482.0,0.0
2026-08-17,AVUV,ABG,ASBURY AUTOMOTIVE GROUP COMMON STOCK USD.01,New Position,1391.0,0.0
2026-08-17,AVUV,WLFC,WILLIS LEASE FINANCE CORP COMMON STOCK USD.01,New Position,1352.0,0.0
2026-08-17,AVUV,INR,INFINITY NATURAL RESOUR CL A COMMON STOCK USD.01,New Position,637.0,0.0
2026-08-17,AVUV,BPRN,PRINCETON BANCORP INC COMMON STOCK,New Position,351.0,0.0
2026-08-17,AVUV,WW,WW INTERNATIONAL INC NEW COMMON STOCK,New Position,91.0,0.0
2026-08-17,AVUV,TTSH,TILE SHOP HLDGS INC COMMON STOCK USD.0001,Sell,-43.0,0.0
2026-08-17,AVUV,FOA,FINANCE OF AMERICA COS INC A COMMON STOCK USD.0001,Sell,-334.0,0.0
2026-08-17,AVUV,INBK,FIRST INTERNET BANCORP COMMON STOCK,Sell,-393.0,0.0
2026-08-17,AVUV,ACNT,ASCENT INDUSTRIES CO COMMON STOCK USD1.0,Sell,-623.0,0.0
2026-08-17,AVUV,ESP,ESPEY MFG + ELECTRONICS CORP COMMON STOCK USD.333,Sell,-643.0,0.0
2026-08-17,AVUV,CABO,CABLE ONE INC COMMON STOCK USD.01,Sell,-660.0,0.0
2026-08-17,AVUV,METCB,RAMACO RESOURCES INC B COMMON STOCK,Sell,-785.0,0.0
2026-08-17,AVUV,RVSB,RIVERVIEW BANCORP INC COMMON STOCK USD.01,Sell,-851.0,0.0
2026-08-17,AVUV,PPIH,PERMA PIPE INTERNATIONAL HOL COMMON STOCK USD.01,Sell,-932.0,0.0
2026-08-17,AVUV,FC,FRANKLIN COVEY CO COMMON STOCK USD.05,Sell,-1331.0,0.0
2026-08-17,AVUV,RGR,STURM RUGER + CO INC COMMON STOCK USD1.0,Sell,-1386.0,0.0
2026-08-17,AVUV,CACC,CREDIT ACCEPTANCE CORP COMMON STOCK USD.01,Sell,-1535.0,0.0
2026-08-17,AVUV,ADV,ADVANTAGE SOLUTIONS INC COMMON STOCK USD.0001,Sell,-1815.0,0.0
2026-08-17,AVUV,FLR,FLUOR CORP COMMON STOCK USD.01,Sell,-2408.0,0.02
2026-08-17,AVUV,KOP,KOPPERS HOLDINGS INC COMMON STOCK USD.01,Sell,-2459.0,0.0
2026-08-17,AVUV,TNC,TENNANT CO COMMON STOCK USD.375,Sell,-2616.0,0.0
2026-08-17,AVUV,STKS,ONE GROUP HOSPITALITY INC/TH COMMON STOCK USD.0001,Sell,-2637.0,0.0
2026-08-17,AVUV,PRSU,PURSUIT ATTRACTIONS AND HOSP COMMON STOCK USD1.5,Sell,-3301.0,0.0
2026-08-17,AVUV,PLMR,PALOMAR HOLDINGS INC COMMON STOCK USD.0001,Sell,-3305.0,-0.01
2026-08-17,AVUV,ASTE,ASTEC INDUSTRIES INC COMMON STOCK USD.2,Sell,-3380.0,0.0
2026-08-17,AVUV,AVD,AMERICAN VANGUARD CORP COMMON STOCK USD.1,Sell,-3428.0,0.0
2026-08-17,AVUV,HMN,HORACE MANN EDUCATORS COMMON STOCK USD.001,Sell,-3660.0,0.0
2026-08-17,AVUV,TCMD,TACTILE SYSTEMS TECHNOLOGY I COMMON STOCK USD.001,Sell,-3702.0,0.0
2026-08-17,AVUV,IBOC,INTERNATIONAL BANCSHARES CRP COMMON STOCK USD1.0,Sell,-4068.0,0.0
2026-08-17,AVUV,PHIN,PHINIA INC COMMON STOCK USD.01,Sell,-4311.0,0.0
2026-08-17,AVUV,DOUG,DOUGLAS ELLIMAN INC COMMON STOCK,Sell,-4665.0,0.0
2026-08-17,AVUV,IMXI,INTERNATIONAL MONEY EXPRESS COMMON STOCK USD.0001,Sell,-4796.0,0.0
2026-08-17,AVUV,SAH,SONIC AUTOMOTIVE INC CLASS A COMMON STOCK USD.01,Sell,-4816.0,0.0
2026-08-17,AVUV,BOH,BANK OF HAWAII CORP COMMON STOCK USD.01,Sell,-5317.0,0.0
2026-08-17,AVUV,RYZ,RYERSON HOLDING CORP COMMON STOCK USD.01,Sell,-5892.0,0.0
2026-08-17,AVUV,RGP,RESOURCES CONNECTION INC COMMON STOCK USD.01,Sell,-6589.0,0.0
2026-08-17,AVUV,THO,THOR INDUSTRIES INC COMMON STOCK USD.1,Sell,-6820.0,0.0
2026-08-17,AVUV,HDSN,HUDSON TECHNOLOGIES INC COMMON STOCK USD.01,Sell,-6998.0,0.0
2026-08-17,AVUV,PFSI,PENNYMAC FINANCIAL SERVICES COMMON STOCK USD.0001,Sell,-7291.0,-0.01
2026-08-17,AVUV,BLBD,BLUE BIRD CORP COMMON STOCK USD.0001,Sell,-7385.0,0.0
2026-08-17,AVUV,CVGI,COMMERCIAL VEHICLE GROUP INC COMMON STOCK USD.01,Sell,-7447.0,0.0
2026-08-17,AVUV,BHF,BRIGHTHOUSE FINANCIAL INC COMMON STOCK USD.01,Sell,-8012.0,-0.02
2026-08-17,AVUV,SIGA,SIGA TECHNOLOGIES INC COMMON STOCK USD.0001,Sell,-9336.0,0.0
2026-08-17,AVUV,ACCO,ACCO BRANDS CORP COMMON STOCK USD.01,Sell,-9577.0,0.0
2026-08-17,AVUV,MRTN,MARTEN TRANSPORT LTD COMMON STOCK USD.01,Sell,-9716.0,0.0
2026-08-17,AVUV,CALM,CAL MAINE FOODS INC COMMON STOCK USD.01,Sell,-9913.0,-0.01
2026-08-17,AVUV,CRC,CALIFORNIA RESOURCES CORP COMMON STOCK USD.01,Sell,-10357.0,0.0
2026-08-17,AVUV,LNTH,LANTHEUS HOLDINGS INC COMMON STOCK USD.01,Sell,-10542.0,0.0
2026-08-17,AVUV,HTLD,HEARTLAND EXPRESS INC COMMON STOCK USD.01,Sell,-11039.0,0.0
2026-08-17,AVUV,NPKI,NPK INTERNATIONAL INC COMMON STOCK,Sell,-11318.0,0.0
2026-08-17,AVUV,FLL,FULL HOUSE RESORTS INC COMMON STOCK USD.0001,Sell,-11378.0,0.0
2026-08-17,AVUV,CNDT,CONDUENT INC COMMON STOCK USD.01,Sell,-12361.0,0.0
2026-08-17,AVUV,DOLE,DOLE PLC COMMON STOCK USD.01,Sell,-12676.0,-0.01
2026-08-17,AVUV,LPX,LOUISIANA PACIFIC CORP COMMON STOCK USD1.0,Sell,-13308.0,0.0
2026-08-17,AVUV,LINC,LINCOLN EDUCATIONAL SERVICES COMMON STOCK,Sell,-13324.0,-0.01
2026-08-17,AVUV,ASPN,ASPEN AEROGELS INC COMMON STOCK USD.00001,Sell,-13340.0,0.0
2026-08-17,AVUV,WNC,WABASH NATIONAL CORP COMMON STOCK USD.01,Sell,-14472.0,0.0
2026-08-17,AVUV,VSNT,VERSANT MEDIA GROUP INC COMMON STOCK USD.01,Sell,-16341.0,-0.01
2026-08-17,AVUV,KMT,KENNAMETAL INC COMMON STOCK USD1.25,Sell,-16559.0,0.0
2026-08-17,AVUV,BANC,BANC OF CALIFORNIA INC COMMON STOCK USD.01,Sell,-17383.0,0.0
2026-08-17,AVUV,SXC,SUNCOKE ENERGY INC COMMON STOCK USD.01,Sell,-18668.0,0.0
2026-08-17,AVUV,DAN,DANA INC COMMON STOCK USD.01,Sell,-19131.0,0.02
2026-08-17,AVUV,ECVT,ECOVYST INC COMMON STOCK,Sell,-21076.0,0.0
2026-08-17,AVUV,ACDC,PROFRAC HOLDING CORP A COMMON STOCK USD.01,Sell,-21196.0,0.0
2026-08-17,AVUV,UTI,UNIVERSAL TECHNICAL INSTITUT COMMON STOCK USD.0001,Sell,-23878.0,0.0
2026-08-17,AVUV,GLUE,MONTE ROSA THERAPEUTICS INC COMMON STOCK USD.0001,Sell,-24481.0,0.0
2026-08-17,AVUV,LBRT,LIBERTY ENERGY INC COMMON STOCK,Sell,-26947.0,0.0
2026-08-17,AVUV,CC,CHEMOURS CO/THE COMMON STOCK USD.01,Sell,-27046.0,0.0
2026-08-17,AVUV,ALK,ALASKA AIR GROUP INC COMMON STOCK USD.01,Sell,-35948.0,-0.03
2026-08-17,AVUV,SM,SM ENERGY CO COMMON STOCK USD.01,Sell,-36805.0,0.04
2026-08-17,AVUV,PUMP,PROPETRO HOLDING CORP COMMON STOCK,Sell,-45452.0,0.01
2026-08-17,AVUV,OPEN,OPENDOOR TECHNOLOGIES INC COMMON STOCK USD.0001,Sell,-1078148.0,-0.02
2026-08-18,BLOK,CASH&OTHER,Cash & Other,Buy,10842709.0,0.99
2026-08-18,BLOK,NHX,Neighborhood Intelligence Inc,Closed Position,-6922739.0,-2.78
2026-08-18,BLOK,NXH,Neighborhood Intelligence Inc,New Position,6903294.0,2.72
2026-08-18,BLOK,MELI,MercadoLibre Inc,Sell,-28.0,-0.06
2026-08-18,BLOK,MA,Mastercard Inc,Sell,-43.0,-0.01
2026-08-18,BLOK,V,Visa Inc,Sell,-63.0,-0.01
2026-08-18,BLOK,BLK,Blackrock Inc,Sell,-67.0,-0.08
2026-08-18,BLOK,TSM,Taiwan Semiconductor Manufacturing Co Ltd,Sell,-134.0,0.01
2026-08-18,BLOK,CME,CME Group Inc,Sell,-162.0,-0.02
2026-08-18,BLOK,AVGO,Broadcom Inc,Sell,-163.0,-0.01
2026-08-18,BLOK,AMD,Advanced Micro Devices Inc,Sell,-190.0,-0.07
2026-08-18,BLOK,BR,Broadridge Financial Solutions Inc,Sell,-223.0,-0.03
2026-08-18,BLOK,NVDA,NVIDIA Corp,Sell,-264.0,-0.01
2026-08-18,BLOK,MSTR,Strategy Inc,Sell,-312.0,0.05
2026-08-18,BLOK,IBM,International Business Machines Corp,Sell,-327.0,-0.07
2026-08-18,BLOK,COIN,Coinbase Global Inc,Sell,-490.0,0.02
2026-08-18,BLOK,CRCL,Circle Internet Group Inc,Sell,-554.0,0.04
2026-08-18,BLOK,IREN,IREN Ltd,Sell,-591.0,0.01
2026-08-18,BLOK,CUBI,Customers Bancorp Inc,Sell,-797.0,-0.05
2026-08-18,BLOK,DBS SP,DBS Group Holdings Ltd,Sell,-860.0,0.02
2026-08-18,BLOK,EXOD,Exodus Movement Inc,Sell,-897.0,-0.04
2026-08-18,BLOK,XYZ,Block Inc,Sell,-970.0,-0.1
2026-08-18,BLOK,HUT,HUT 8 CORP,Sell,-1056.0,0.07
2026-08-18,BLOK,PYPL,PayPal Holdings Inc,Sell,-1130.0,-0.05
2026-08-18,BLOK,HOOD,Robinhood Markets Inc,Sell,-1182.0,0.0
2026-08-18,BLOK,BBBYW,BED BATH & BEYOND INC,Sell,-1346.0,0.0
2026-08-18,BLOK,ETH,Grayscale Ethereum Staking Mini ETF,Sell,-1383.0,0.0
2026-08-18,BLOK,RIOT,Riot Platforms Inc,Sell,-1393.0,0.04
2026-08-18,BLOK,ORIO,Orion Digital Corp,Sell,-1510.0,0.0
2026-08-18,BLOK,ETOR,Etoro Group Ltd,Sell,-1674.0,-0.03
2026-08-18,BLOK,BTC,Grayscale Bitcoin Mini Trust ETF,Sell,-1718.0,0.03
2026-08-18,BLOK,PURR,Hyperliquid Strategies Inc,Sell,-1810.0,0.02
2026-08-18,BLOK,GPGI,GPGI Inc,Sell,-1818.0,0.02
2026-08-18,BLOK,ARKB,ARK 21Shares Bitcoin ETF,Sell,-2299.0,0.02
2026-08-18,BLOK,BKKT,Bakkt Inc,Sell,-2547.0,-0.05
2026-08-18,BLOK,HODL,VanEck Bitcoin ETF/US,Sell,-2850.0,0.02
2026-08-18,BLOK,APLD,Applied Digital Corp,Sell,-2851.0,-0.02
2026-08-18,BLOK,WT,WisdomTree Inc,Sell,-3553.0,0.01
2026-08-18,BLOK,FIGR,Figure Technology Solutions Inc,Sell,-4063.0,0.55
2026-08-18,BLOK,CLSK,Cleanspark Inc,Sell,-4280.0,0.04
2026-08-18,BLOK,CORZ,Core Scientific Inc,Sell,-4313.0,-0.02
2026-08-18,BLOK,8473 JP,SBI Holdings Inc,Sell,-4325.0,-0.02
2026-08-18,BLOK,GLXY,Galaxy Digital Inc,Sell,-4879.0,0.01
2026-08-18,BLOK,SBET,SHARPLINK INC,Sell,-5302.0,0.04
